ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction,Predicted_Satisfaction,Satisfaction_Probability%,Customer_Segment
28813,Female,17,First-time,Business,Economy,1050,0,0.0,1,1,3,1,2,2,5,2,5,5,4,1,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.14,Dissatisfied(at risk)
28814,Male,30,Returning,Business,Business,2168,0,0.0,4,4,3,5,4,1,5,3,5,5,2,4,5,1,Satisfied,Satisfied,99.8,Highly Satisfied
28815,Female,41,First-time,Business,Economy,605,0,8.0,5,2,4,2,3,5,1,2,1,1,2,2,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,1.36,Dissatisfied(at risk)
28816,Male,24,Returning,Business,Economy,987,42,22.0,3,0,2,3,3,5,1,4,1,1,4,0,1,2,Satisfied,Satisfied,99.99,Highly Satisfied
28817,Male,35,Returning,Business,Economy,1050,0,10.0,3,3,5,4,3,2,4,1,4,4,4,4,4,2,Satisfied,Satisfied,99.78,Highly Satisfied
28818,Female,46,Returning,Business,Business,2447,0,0.0,4,2,1,1,4,5,3,5,2,2,5,4,5,5,Satisfied,Satisfied,99.33,Highly Satisfied
28819,Male,28,First-time,Business,Economy,1050,0,0.0,4,4,2,4,4,2,5,1,5,5,2,4,5,3,Satisfied,Neutral or Dissatisfied,41.95,Dissatisfied(at risk)
28820,Female,42,Returning,Business,Business,1842,10,0.0,4,4,4,3,4,3,3,3,5,4,3,4,3,3,Satisfied,Satisfied,98.88,Highly Satisfied
28821,Male,38,Returning,Business,Business,1050,0,0.0,3,5,2,1,3,5,2,5,2,5,5,3,5,5,Satisfied,Satisfied,99.9,Highly Satisfied
28822,Male,49,Returning,Business,Economy,671,62,55.0,4,5,2,5,4,4,5,3,5,5,5,5,5,4,Satisfied,Satisfied,99.97,Highly Satisfied
28823,Male,19,Returning,Business,Business,2147,54,58.0,4,3,1,4,4,5,4,3,4,4,1,4,4,2,Satisfied,Satisfied,76.6,Neutral
28824,Female,24,Returning,Business,Business,954,0,0.0,2,5,2,5,2,4,5,2,5,5,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
28825,Female,33,Returning,Business,Business,937,0,0.0,1,4,3,2,1,3,3,3,2,5,3,1,3,3,Satisfied,Satisfied,72.84,Neutral
28826,Female,22,First-time,Business,Economy,954,0,14.0,3,3,3,3,3,3,1,4,3,3,3,2,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.31,Dissatisfied(at risk)
28827,Male,40,Returning,Business,Economy,1050,0,0.0,3,3,2,4,3,1,4,2,4,4,2,4,4,5,Satisfied,Satisfied,98.83,Highly Satisfied
28828,Male,23,Returning,Business,Business,1579,0,11.0,5,5,4,5,5,4,5,3,5,5,2,5,5,1,Satisfied,Satisfied,99.83,Highly Satisfied
28829,Male,37,Returning,Business,Business,1548,0,6.0,2,1,4,3,2,5,2,5,4,3,5,2,5,5,Satisfied,Satisfied,99.93,Highly Satisfied
28830,Female,27,Returning,Business,Economy,679,0,0.0,1,1,3,5,1,1,4,5,4,4,3,4,4,3,Satisfied,Satisfied,94.16,Highly Satisfied
28831,Female,26,Returning,Business,Business,3798,0,0.0,5,2,1,5,5,1,5,1,5,5,3,5,5,4,Satisfied,Satisfied,98.99,Highly Satisfied
28832,Male,33,Returning,Business,Economy,671,0,0.0,0,0,2,3,2,1,1,2,1,1,1,0,1,2,Satisfied,Satisfied,99.92,Highly Satisfied
28833,Female,19,First-time,Business,Economy,1050,0,0.0,3,3,2,3,3,2,3,3,5,5,5,4,5,3,Neutral or Dissatisfied,Satisfied,88.37,Highly Satisfied
28834,Female,24,First-time,Business,Business,679,0,0.0,4,4,4,4,3,4,1,3,1,1,5,4,1,4,Satisfied,Satisfied,95.37,Highly Satisfied
28835,Female,35,Returning,Business,Business,954,0,0.0,2,2,3,1,2,4,2,4,4,1,4,2,4,4,Satisfied,Satisfied,98.22,Highly Satisfied
28836,Male,46,Returning,Business,Business,3984,0,0.0,3,3,3,1,3,2,5,2,1,4,2,3,2,2,Satisfied,Satisfied,99.87,Highly Satisfied
28837,Female,49,Returning,Business,Business,954,0,0.0,4,4,3,5,4,4,2,4,5,2,4,4,4,4,Satisfied,Satisfied,99.94,Highly Satisfied
28838,Male,49,First-time,Business,Economy,978,5,4.0,1,1,5,1,1,5,5,5,5,5,1,1,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.07,Dissatisfied(at risk)
28839,Female,17,Returning,Business,Business,2390,0,0.0,2,2,2,5,2,1,5,1,5,5,4,2,5,4,Satisfied,Satisfied,99.98,Highly Satisfied
28840,Male,40,Returning,Business,Economy,978,11,11.0,4,3,1,4,4,2,3,4,3,3,2,3,3,2,Satisfied,Neutral or Dissatisfied,25.13,Dissatisfied(at risk)
28841,Male,25,Returning,Business,Business,697,0,0.0,2,1,2,4,2,4,4,3,4,4,3,2,4,4,Satisfied,Satisfied,96.27,Highly Satisfied
28842,Male,38,Returning,Business,Economy,679,0,0.0,3,5,2,4,5,1,4,1,4,4,4,4,4,1,Satisfied,Satisfied,96.5,Highly Satisfied
28843,Male,43,Returning,Business,Economy,954,0,0.0,4,4,4,3,4,4,3,2,3,3,3,3,3,2,Satisfied,Neutral or Dissatisfied,8.92,Dissatisfied(at risk)
28844,Female,49,Returning,Business,Business,679,2,3.0,5,5,4,5,5,3,5,4,4,2,3,5,3,3,Satisfied,Satisfied,99.99,Highly Satisfied
28845,Male,35,First-time,Business,Economy,697,76,82.0,2,2,5,2,3,3,3,3,3,3,1,2,3,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.25,Dissatisfied(at risk)
28846,Male,31,Returning,Business,Economy,954,0,0.0,2,2,1,5,2,1,5,5,5,5,2,5,5,4,Satisfied,Satisfied,99.97,Highly Satisfied
28847,Female,44,Returning,Business,Economy,978,0,0.0,3,3,2,4,3,5,4,5,1,1,5,5,5,5,Satisfied,Satisfied,99.73,Highly Satisfied
28848,Male,46,Returning,Business,Economy,987,0,0.0,5,5,5,2,5,3,3,5,3,3,3,2,3,4,Satisfied,Satisfied,95.68,Highly Satisfied
28849,Male,44,Returning,Business,Economy,1050,0,0.0,5,5,3,4,5,1,4,5,4,4,5,4,4,2,Satisfied,Satisfied,97.9,Highly Satisfied
28850,Female,14,First-time,Business,Economy,978,0,0.0,3,3,4,3,4,1,5,1,4,4,3,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.39,Dissatisfied(at risk)
28851,Female,38,Returning,Business,Business,2763,0,0.0,1,1,2,1,1,4,3,4,4,5,4,1,4,4,Satisfied,Satisfied,99.61,Highly Satisfied
28852,Female,41,Returning,Business,Business,3636,0,0.0,1,1,5,5,1,4,4,4,2,3,4,1,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
28853,Male,25,Returning,Business,Business,2635,0,11.0,5,5,4,3,5,5,3,5,3,3,2,5,3,2,Satisfied,Satisfied,99.96,Highly Satisfied
28854,Female,38,First-time,Business,Economy,987,0,0.0,3,3,2,3,3,1,3,2,5,5,1,3,5,5,Satisfied,Neutral or Dissatisfied,2.64,Dissatisfied(at risk)
28855,Female,31,First-time,Business,Economy,978,0,0.0,3,3,4,3,1,2,5,5,5,5,2,3,5,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.66,Dissatisfied(at risk)
28856,Male,42,Returning,Business,Business,1544,0,0.0,5,5,5,1,5,5,3,5,3,4,5,5,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
28857,Male,22,Returning,Business,Business,954,0,0.0,2,2,5,2,2,5,2,3,2,2,3,2,2,2,Satisfied,Satisfied,97.69,Highly Satisfied
28858,Male,51,Returning,Business,Business,3433,0,0.0,5,5,4,5,5,5,4,5,2,4,5,5,5,5,Satisfied,Satisfied,99.97,Highly Satisfied
28859,Female,22,First-time,Business,Economy,679,0,0.0,3,3,3,3,3,1,4,5,4,4,3,3,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.07,Dissatisfied(at risk)
28860,Male,44,Returning,Business,Business,3851,0,0.0,2,4,5,5,2,3,3,3,1,1,3,2,3,3,Satisfied,Satisfied,99.92,Highly Satisfied
28861,Female,48,Returning,Business,Business,1050,0,0.0,1,1,1,4,1,3,2,2,2,5,3,1,3,3,Satisfied,Satisfied,93.55,Highly Satisfied
28862,Male,53,Returning,Business,Economy,956,0,0.0,4,3,1,4,4,4,4,2,4,4,2,4,4,1,Satisfied,Satisfied,79.4,Neutral
28863,Female,25,First-time,Business,Economy,1050,0,0.0,4,4,2,4,3,3,3,2,3,3,2,4,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,16.5,Dissatisfied(at risk)
28864,Male,34,Returning,Business,Business,697,0,0.0,3,2,2,4,3,5,3,5,5,1,5,3,5,5,Satisfied,Satisfied,99.67,Highly Satisfied
28865,Female,38,Returning,Business,Business,3776,0,0.0,4,4,2,5,4,2,3,2,4,3,2,4,2,2,Satisfied,Satisfied,99.73,Highly Satisfied
28866,Male,30,Returning,Business,Business,3540,0,10.0,4,4,2,5,4,4,5,1,5,5,2,4,5,4,Satisfied,Satisfied,98.53,Highly Satisfied
28867,Female,25,Returning,Business,Business,954,0,0.0,4,3,1,3,4,2,3,1,3,3,2,4,3,1,Satisfied,Satisfied,95.38,Highly Satisfied
28868,Male,23,Returning,Business,Business,954,0,0.0,2,2,5,4,2,1,4,1,4,4,2,2,4,1,Satisfied,Satisfied,99.94,Highly Satisfied
28869,Female,51,Returning,Business,Economy,956,0,0.0,5,5,3,5,5,4,4,4,2,2,4,4,4,4,Satisfied,Satisfied,97.05,Highly Satisfied
28870,Male,51,Returning,Business,Economy,978,0,0.0,4,4,4,3,4,4,3,1,3,3,4,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,5.77,Dissatisfied(at risk)
28871,Female,22,First-time,Business,Economy,605,0,0.0,0,0,1,0,1,2,4,3,4,4,3,0,4,5,Satisfied,Satisfied,99.99,Highly Satisfied
28872,Female,28,First-time,Business,Economy,954,0,0.0,4,4,3,4,3,1,2,5,2,2,3,4,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,9.25,Dissatisfied(at risk)
28873,Female,26,First-time,Business,Economy,1050,0,0.0,1,1,3,1,1,2,4,3,4,4,3,2,4,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.26,Dissatisfied(at risk)
28874,Male,26,Returning,Business,Economy,1050,0,0.0,2,2,3,4,2,2,3,4,3,3,1,3,3,3,Satisfied,Satisfied,67.47,Neutral
28875,Female,26,Returning,Business,Business,605,0,0.0,1,1,5,2,1,3,2,4,2,2,1,1,2,1,Satisfied,Satisfied,99.6,Highly Satisfied
28876,Female,29,First-time,Business,Economy,978,0,0.0,1,1,2,1,4,3,5,2,5,5,1,1,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
28877,Female,48,Returning,Business,Business,956,7,0.0,4,4,4,2,4,5,3,5,4,1,5,4,5,5,Satisfied,Satisfied,99.15,Highly Satisfied
28878,Female,30,First-time,Business,Economy,697,0,6.0,1,1,3,1,2,3,1,5,1,1,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
28879,Male,48,Returning,Business,Business,3816,2,0.0,2,4,1,3,2,3,4,3,2,2,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,1.85,Dissatisfied(at risk)
28880,Male,36,First-time,Business,Economy,954,0,0.0,1,1,5,1,4,5,2,3,2,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.43,Dissatisfied(at risk)
28881,Male,31,Returning,Business,Business,1050,0,0.0,3,5,3,4,3,2,4,3,4,4,5,3,4,5,Satisfied,Satisfied,99.56,Highly Satisfied
28882,Male,38,Returning,Business,Business,3883,0,0.0,5,5,3,1,5,5,4,5,3,4,5,5,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
28883,Male,18,First-time,Business,Economy,671,0,0.0,4,4,3,4,3,1,2,1,2,2,4,4,2,2,Satisfied,Satisfied,55.71,Neutral
28884,Female,21,Returning,Business,Business,954,12,6.0,3,3,4,2,3,4,2,2,2,2,3,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,1.14,Dissatisfied(at risk)
28885,Female,27,First-time,Business,Economy,1050,0,0.0,3,3,4,3,4,4,1,4,1,1,2,3,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.45,Dissatisfied(at risk)
28886,Male,36,Returning,Business,Business,671,0,7.0,1,1,1,3,1,4,5,4,3,2,4,1,4,4,Satisfied,Satisfied,99.91,Highly Satisfied
28887,Female,23,Returning,Business,Business,2291,98,98.0,5,5,5,5,5,3,5,3,5,5,5,5,5,4,Satisfied,Satisfied,99.99,Highly Satisfied
28888,Female,64,Returning,Business,Business,671,0,0.0,4,4,1,4,4,4,1,3,1,1,4,4,4,4,Satisfied,Satisfied,55.89,Neutral
28889,Female,28,Returning,Business,Economy,679,35,69.0,1,1,5,5,1,4,5,4,5,5,3,5,5,3,Satisfied,Satisfied,98.97,Highly Satisfied
28890,Male,37,Returning,Business,Economy,937,15,4.0,1,1,1,4,1,1,4,4,4,4,2,4,4,1,Satisfied,Satisfied,52.51,Neutral
28891,Male,50,Returning,Business,Economy,937,0,0.0,3,3,4,4,3,5,5,2,5,5,2,4,5,2,Satisfied,Satisfied,95.41,Highly Satisfied
28892,Female,22,Returning,Business,Business,937,25,10.0,1,1,1,3,1,2,3,5,3,3,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.15,Dissatisfied(at risk)
28893,Male,38,Returning,Business,Business,954,0,0.0,5,5,4,2,5,4,5,4,5,2,4,5,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
28894,Male,31,Returning,Business,Business,956,0,0.0,5,5,3,4,5,2,4,1,4,4,2,5,4,3,Satisfied,Satisfied,99.96,Highly Satisfied
28895,Male,41,Returning,Business,Economy,679,0,0.0,5,5,1,4,5,1,4,4,4,4,2,4,4,2,Satisfied,Satisfied,69.96,Neutral
28896,Male,23,First-time,Business,Economy,987,0,0.0,4,4,2,4,3,5,3,3,3,3,4,4,3,1,Satisfied,Satisfied,68.95,Neutral
28897,Female,30,First-time,Business,Economy,954,0,0.0,2,2,4,2,3,1,4,5,4,4,2,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.18,Dissatisfied(at risk)
28898,Male,26,Returning,Business,Business,1543,27,19.0,2,2,1,4,2,1,4,3,4,4,5,2,4,1,Satisfied,Satisfied,99.45,Highly Satisfied
28899,Male,41,Returning,Business,Economy,978,0,0.0,3,3,4,2,3,1,2,4,2,2,4,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,5.39,Dissatisfied(at risk)
28900,Male,23,Returning,Business,Business,1689,0,0.0,4,4,4,4,4,5,4,2,4,4,1,4,4,5,Satisfied,Satisfied,97.91,Highly Satisfied
28901,Female,49,Returning,Business,Business,679,51,71.0,1,1,2,5,1,4,4,4,1,2,4,1,4,4,Satisfied,Satisfied,99.95,Highly Satisfied
28902,Female,25,First-time,Business,Economy,956,0,0.0,3,3,3,3,4,1,3,3,3,3,4,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.26,Dissatisfied(at risk)
28903,Male,29,Returning,Business,Business,978,0,0.0,4,5,2,5,4,2,5,3,5,5,5,4,5,4,Satisfied,Satisfied,99.86,Highly Satisfied
28904,Female,29,Returning,Business,Business,697,15,12.0,2,2,2,4,2,3,4,1,4,4,2,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,13.82,Dissatisfied(at risk)
28905,Male,32,Returning,Business,Economy,987,0,0.0,2,5,1,5,2,1,5,1,5,5,2,5,5,3,Satisfied,Satisfied,99.96,Highly Satisfied
28906,Male,25,Returning,Business,Business,3547,0,0.0,2,2,4,5,2,5,5,5,5,5,4,2,5,1,Satisfied,Satisfied,99.99,Highly Satisfied
28907,Male,27,First-time,Business,Economy,1050,0,0.0,2,2,5,2,4,1,5,4,5,5,2,2,5,1,Neutral or Dissatisfied,Neutral or Dissatisfied,1.16,Dissatisfied(at risk)
28908,Female,27,First-time,Business,Economy,937,0,0.0,2,2,5,2,2,5,1,1,1,1,5,2,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.4,Dissatisfied(at risk)
28909,Male,29,Returning,Business,Business,3491,0,3.0,1,1,4,5,1,5,4,2,4,4,1,1,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
28910,Female,29,Returning,Business,Economy,679,0,0.0,3,3,5,4,3,1,4,3,4,4,2,4,4,4,Satisfied,Satisfied,99.78,Highly Satisfied
28911,Male,37,Returning,Business,Economy,978,0,0.0,3,3,1,1,3,2,1,5,1,1,3,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.08,Dissatisfied(at risk)
28912,Female,43,Returning,Business,Business,2877,0,0.0,5,5,4,5,5,4,2,4,5,5,4,5,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
28913,Female,68,Returning,Business,Business,3849,2,0.0,4,3,2,4,4,1,4,1,3,5,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
28914,Female,25,Returning,Business,Business,2039,0,0.0,5,5,3,4,5,5,4,1,4,4,4,5,4,1,Satisfied,Satisfied,99.99,Highly Satisfied
28915,Female,23,First-time,Business,Economy,954,0,0.0,2,2,3,2,3,2,4,1,4,4,5,2,4,1,Neutral or Dissatisfied,Neutral or Dissatisfied,7.99,Dissatisfied(at risk)
28916,Male,56,Returning,Business,Business,672,0,0.0,1,1,4,5,1,5,5,5,3,5,5,1,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
28917,Female,55,Returning,Business,Business,954,0,10.0,3,2,1,3,3,2,2,2,2,1,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.27,Dissatisfied(at risk)
28918,Male,52,Returning,Business,Economy,1050,0,0.0,1,1,2,3,1,1,2,1,2,2,3,3,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,4.63,Dissatisfied(at risk)
28919,Female,31,Returning,Business,Business,1050,0,2.0,4,4,4,3,4,1,3,1,3,3,3,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.61,Dissatisfied(at risk)
28920,Female,58,Returning,Business,Economy,697,0,13.0,3,3,2,1,3,5,3,5,3,2,5,5,5,5,Satisfied,Satisfied,99.94,Highly Satisfied
28921,Male,53,Returning,Business,Business,3753,0,0.0,2,2,3,4,2,2,4,2,1,3,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,5.53,Dissatisfied(at risk)
28922,Male,23,Returning,Business,Business,978,0,0.0,5,5,4,3,5,5,3,3,3,3,4,5,3,3,Satisfied,Satisfied,99.98,Highly Satisfied
28923,Female,30,First-time,Business,Economy,697,0,0.0,2,2,4,2,2,2,3,3,2,2,2,2,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.26,Dissatisfied(at risk)
28924,Female,48,Returning,Business,Economy,679,0,0.0,2,2,2,2,2,3,4,3,3,4,3,3,3,3,Satisfied,Neutral or Dissatisfied,12.88,Dissatisfied(at risk)
28925,Female,27,Returning,Business,Business,954,0,0.0,1,1,2,4,1,4,4,5,4,4,5,1,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
28926,Male,60,Returning,Business,Economy,672,11,19.0,0,0,3,1,3,4,5,5,5,5,4,1,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,1.02,Dissatisfied(at risk)
28927,Female,58,Returning,Business,Economy,956,0,0.0,5,5,4,4,5,4,4,3,4,2,4,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,26.24,Dissatisfied(at risk)
28928,Female,49,Returning,Business,Economy,671,0,0.0,4,4,1,4,4,4,3,4,4,2,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,45.8,Dissatisfied(at risk)
28929,Male,22,First-time,Business,Economy,1050,0,9.0,4,4,3,4,3,3,5,1,5,5,3,4,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,24.81,Dissatisfied(at risk)
28930,Female,37,First-time,Business,Economy,1050,6,3.0,2,2,2,2,3,1,2,2,2,2,2,2,2,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.42,Dissatisfied(at risk)
28931,Female,57,Returning,Business,Economy,679,0,0.0,3,3,2,2,3,4,5,4,1,4,4,4,4,4,Satisfied,Satisfied,99.39,Highly Satisfied
28932,Male,25,Returning,Business,Economy,605,0,0.0,4,4,3,1,4,2,2,3,1,1,3,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
28933,Male,45,Returning,Business,Business,2610,0,0.0,1,4,2,4,1,5,3,5,3,3,5,1,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
28934,Male,50,Returning,Business,Business,1050,0,0.0,3,1,1,1,1,4,4,4,3,5,4,1,4,4,Satisfied,Satisfied,99.2,Highly Satisfied
28935,Female,50,Returning,Business,Business,2972,0,0.0,5,2,1,3,5,1,3,1,2,3,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
28936,Female,55,Returning,Business,Economy,697,0,0.0,4,3,4,3,3,2,4,2,4,5,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,2.16,Dissatisfied(at risk)
28937,Male,36,First-time,Business,Economy,679,0,0.0,3,3,4,3,4,3,1,4,3,3,3,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.22,Dissatisfied(at risk)
28938,Male,24,Returning,Business,Business,978,37,21.0,3,3,1,2,3,4,2,5,2,2,3,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.78,Dissatisfied(at risk)
28939,Female,22,First-time,Business,Business,954,0,0.0,3,2,2,2,4,3,1,4,1,1,4,3,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,3.67,Dissatisfied(at risk)
28940,Male,37,Returning,Business,Economy,605,0,0.0,3,3,3,5,3,4,4,5,4,4,2,4,4,4,Satisfied,Satisfied,99.1,Highly Satisfied
28941,Female,45,First-time,Business,Economy,987,0,0.0,1,1,2,1,1,1,5,3,5,5,5,1,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.18,Dissatisfied(at risk)
28942,Female,24,Returning,Business,Business,2651,1,4.0,5,5,1,4,5,4,4,2,4,4,2,5,4,3,Satisfied,Satisfied,99.3,Highly Satisfied
28943,Male,23,Returning,Business,Economy,978,0,0.0,2,2,1,4,2,1,4,5,5,5,3,5,5,1,Satisfied,Satisfied,98.65,Highly Satisfied
28944,Male,38,Returning,Business,Business,1672,0,13.0,3,5,4,1,3,4,3,4,5,3,4,3,4,4,Satisfied,Satisfied,99.3,Highly Satisfied
28945,Female,46,Returning,Business,Business,2795,0,0.0,5,3,2,3,5,3,4,3,4,5,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.11,Dissatisfied(at risk)
28946,Female,54,Returning,Business,Economy,679,0,0.0,2,4,4,3,2,2,3,2,2,1,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,3.73,Dissatisfied(at risk)
28947,Male,47,Returning,Business,Economy,956,0,0.0,3,4,2,5,3,4,5,4,5,5,3,5,5,4,Satisfied,Satisfied,99.88,Highly Satisfied
28948,Male,58,Returning,Business,Economy,671,0,0.0,1,1,1,3,1,3,3,1,3,3,2,3,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,3.35,Dissatisfied(at risk)
28949,Male,24,Returning,Business,Business,3481,7,0.0,1,2,3,4,1,3,4,4,4,4,4,1,4,3,Satisfied,Satisfied,99.93,Highly Satisfied
28950,Male,44,Returning,Business,Business,672,14,16.0,4,4,2,3,4,4,4,4,2,1,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,25.16,Dissatisfied(at risk)
28951,Male,49,Returning,Business,Economy,697,0,0.0,5,5,4,2,5,5,2,5,2,2,3,2,2,4,Satisfied,Neutral or Dissatisfied,49.81,Dissatisfied(at risk)
28952,Female,23,Returning,Business,Business,697,0,0.0,2,3,2,5,3,3,5,3,5,5,2,3,5,3,Satisfied,Satisfied,99.96,Highly Satisfied
28953,Female,39,Returning,Business,Business,3287,91,113.0,2,3,4,3,2,4,3,4,2,3,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,3.68,Dissatisfied(at risk)
28954,Male,68,Returning,Business,Business,697,0,2.0,2,1,3,4,2,1,3,1,4,3,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.27,Dissatisfied(at risk)
28955,Male,23,First-time,Business,Economy,987,24,14.0,3,3,2,3,3,2,5,5,5,5,3,3,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.46,Dissatisfied(at risk)
28956,Male,27,First-time,Business,Economy,937,0,0.0,0,0,1,0,5,1,3,3,3,3,3,0,3,2,Satisfied,Satisfied,99.99,Highly Satisfied
28957,Male,14,Returning,Business,Business,2961,10,17.0,3,3,3,1,3,1,1,3,1,1,2,1,1,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
28958,Male,23,First-time,Business,Economy,679,142,140.0,3,3,5,4,3,5,5,3,5,3,2,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.39,Dissatisfied(at risk)
28959,Male,31,Returning,Business,Business,697,0,0.0,2,2,3,3,2,2,4,3,4,4,3,4,4,2,Neutral or Dissatisfied,Neutral or Dissatisfied,2.07,Dissatisfied(at risk)
28960,Male,47,Returning,Business,Business,2432,0,0.0,2,2,3,4,2,2,3,2,4,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,12.9,Dissatisfied(at risk)
28961,Male,56,Returning,Business,Business,3162,0,0.0,1,1,2,3,1,4,3,4,5,5,4,1,4,4,Satisfied,Satisfied,99.97,Highly Satisfied
28962,Female,24,First-time,Business,Economy,1050,13,24.0,3,3,1,3,3,1,2,3,2,2,4,3,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.36,Dissatisfied(at risk)
28963,Female,39,Returning,Business,Business,3078,2,0.0,4,4,5,1,4,4,5,4,3,4,4,4,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
28964,Male,25,First-time,Business,Economy,978,0,0.0,3,3,4,3,3,1,1,4,1,1,5,3,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.91,Dissatisfied(at risk)
28965,Female,23,First-time,Business,Economy,1050,0,0.0,2,2,2,2,3,2,1,1,1,1,3,2,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.69,Dissatisfied(at risk)
28966,Female,36,Returning,Business,Business,2421,24,24.0,5,5,4,3,5,1,2,2,3,4,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
28967,Female,22,First-time,Business,Economy,679,0,0.0,2,2,4,2,3,5,4,1,4,4,2,2,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.42,Dissatisfied(at risk)
28968,Male,28,Returning,Business,Economy,956,0,0.0,4,4,4,4,4,1,4,5,4,4,3,4,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,33.7,Dissatisfied(at risk)
28969,Female,42,Returning,Business,Economy,605,0,0.0,3,3,2,2,3,5,5,5,4,2,5,5,5,5,Satisfied,Satisfied,99.96,Highly Satisfied
28970,Female,52,Returning,Business,Business,3758,0,7.0,2,2,3,2,2,4,2,4,3,1,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,2.97,Dissatisfied(at risk)
